day of year,month,year,crime
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,sex abuse
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,burglary
1,Jan,2016,motor vehicle theft
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,robbery
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,burglary
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,sex abuse
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,sex abuse
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,robbery
1,Jan,2016,sex abuse
1,Jan,2016,robbery
1,Jan,2016,burglary
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,burglary
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,motor vehicle theft
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,burglary
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,sex abuse
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,sex abuse
1,Jan,2016,burglary
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,motor vehicle theft
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,robbery
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,motor vehicle theft
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,robbery
1,Jan,2016,burglary
1,Jan,2016,robbery
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,homicide
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,homicide
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,robbery
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft f/auto
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,burglary
1,Jan,2016,theft f/auto
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,burglary
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,robbery
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,assault w/dangerous weapon
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,motor vehicle theft
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft/other
1,Jan,2016,theft f/auto
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,sex abuse
1,Jan,2016,theft f/auto
1,Jan,2016,theft/other
1,Jan,2016,robbery
1,Jan,2016,robbery
1,Jan,2016,theft/other
2,Jan,2016,homicide
2,Jan,2016,robbery
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,burglary
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,burglary
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,burglary
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,burglary
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,motor vehicle theft
2,Jan,2016,motor vehicle theft
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft f/auto
2,Jan,2016,burglary
2,Jan,2016,burglary
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft f/auto
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,motor vehicle theft
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,motor vehicle theft
2,Jan,2016,sex abuse
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,motor vehicle theft
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,burglary
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,burglary
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,burglary
2,Jan,2016,burglary
2,Jan,2016,sex abuse
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,sex abuse
2,Jan,2016,theft/other
2,Jan,2016,motor vehicle theft
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,motor vehicle theft
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,burglary
2,Jan,2016,theft f/auto
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,sex abuse
2,Jan,2016,robbery
2,Jan,2016,theft/other
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,theft/other
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,assault w/dangerous weapon
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,theft f/auto
2,Jan,2016,robbery
2,Jan,2016,assault w/dangerous weapon
